ID,Token Count,Comment Text,Label
751,39,Có ai đó có_thể cho tôi biết tại_sao cô ấy lại để người khác bình_luận ghét_bỏ mình trong suốt buổi QOT ( hỏi_đáp ) nếu cô ấy có bằng_chứng Kim_Soo_Hyun là ấu dâm không ?,Trung lập
752,64,Chuyện này được lên kế_hoạch từ trước chỉ để huỷ_hoại sự_nghiệp của anh ta . Bạn hẹn_hò với anh ta từ lâu nhưng chưa từng có cơ_hội đăng bài về anh ta . Cảm_giác như có âm_mưu trong những câu_chuyện này .,Ủng hộ
753,57,"Đàn_ông trong phần bình_luận nói rằng điều đó không sao thì không làm tôi ngạc_nhiên , đúng là những kẻ biến_thái . Nhưng phụ_nữ thì thật_sự ! Hoặc là bạn còn nhỏ và chưa trưởng_thành , hoặc tôi thấy tiếc cho bạn .",Không ủng hộ
754,45,"Việc cô ấy vô_tình đăng ảnh cả hai người họ cùng nhau năm_ngoái như một gợi_ý , rồi qua_đời vào đúng ngày sinh_nhật của anh ấy năm nay , mọi người nên biết_điều này ...",Trung lập
755,4,Cái này là về cái gì vậy ?,Không liên quan
756,3,Cái gì ?,Không liên quan
757,5,Kim_Soo_Hyun đến từ Israel,Không liên quan
758,14,"Ừ , tôi hy_vọng là xong_đời hắn . Đê_tiện .",Không ủng hộ
759,77,"Bức ảnh cô ấy được hôn lên má , chiếc áo cô ấy mặc là từ năm 2019 , còn anh ta nói bức ảnh từ năm 2016 , nghĩa_là cô ấy 19 tuổi .",Không ủng hộ
760,6,Thật vậy sao,Trung lập
761,34,"Việc tôi là một fan cứng của bộ phim_truyền_hình Hàn_Quốc của anh ấy và là diễn_viên yêu thích của tôi , tôi không_thể tin được anh ấy lại làm điều này !",Không ủng hộ
762,5,Chuyện gì đã xảy ra vậy ?,Trung lập
763,4,elain ? ?,Không liên quan
764,5,Trông như một bộ phim_truyền_hình Hàn_Quốc,Không liên quan
765,4,Để tôi im_lặng .,Không liên quan
766,8,Cảm_giác như một vụ ly_hôn kiểu Anh .,Không liên quan
767,4,Ôi trời ạ,Không liên quan
768,5,Chuyện gì đã xảy ra vậy ?,Trung lập
769,14,Việc này thì liên_quan gì đến cái chết của anh ấy ?,Không liên quan
770,102,"Người tử_tế nào lại đi hẹn_hò với một đứa trẻ 15 tuổi chứ , chẳng có gì để nói , khác nhau về quan_điểm sống . Chỉ có nước đi trông trẻ thôi .",Không ủng hộ
771,7,Tuổi_tác chỉ là một con_số thôi .,Trung lập
772,32,Tao không ghét ai cho đến khi có bằng_chứng vì theo ý_kiến của tao làm thế_là ngu_ngốc .,Trung lập
773,18,Việc cô ấy tự_tử vào đúng ngày sinh_nhật của anh ta là đủ bằng_chứng rồi .,Không ủng hộ
774,69,"Tôi đã không muốn tin những tin_đồn về họ , nhưng khi cô ấy chết vào ngày sinh_nhật của anh ta , đó không phải là sự trùng_hợp ngẫu_nhiên . Đặc_biệt đó lại là một vụ tự_tử vào ngày sinh_nhật của anh ta ! Đó không phải là một điều ngẫu_nhiên .",Không ủng hộ
775,39,"Câu hỏi của tôi là làm_sao cô ấy có_thể giữ được mối quan_hệ sáu năm với anh ta khi cô ấy 15 và anh ta 27 , điều đó thật đáng lo_ngại .",Không ủng hộ
776,15,Kem nền lừa_dối Rouge ?,Không liên quan
777,11,Nhưng_mà anh ta kiện cô ta vì cái gì vậy ?,Trung lập
778,45,"không , hầu_hết bạn nên tự mình làm đi . Không có bằng_chứng trực_tiếp hay gián_tiếp nào đâu , hãy nghĩ về điều đó đi , kiếm hàng triệu đô_la và cố_gắng tống_tiền .",Trung lập
779,13,Tôi vẫn không biết anh ta đã làm_gì,Trung lập
780,54,"Từ cái ngày mà tôi thấy hắn 15 năm trước , tôi đã cảm_thấy hắn không được ưa , cảm_giác như sau lưng hắn có một tai_hoạ , và quả_thật là hắn là Bedo .",Không ủng hộ
781,6,Kia có phải Bae_Rona không kìa,Không liên quan
782,15,Sao mấy người bênh Kim_Soo_Hyun hề hước vậy ?,Không ủng hộ
783,52,"Tôi cảm_thấy rất khó_chịu khi xem anh ta diễn với nữ diễn_viên nhí trong bộ phim này . Anh ta thể_hiện sự quan_tâm đến cô bé hơn là phiên_bản trưởng_thành của cô ấy , điều này thật kỳ_lạ vì Jun_Ji_Hyun rất xinh_đẹp .",Không ủng hộ
784,9,Yêu anh Kim_Soo_Hyun bất_kể thế_nào .,Ủng hộ
785,42,Tôi là một người hâm_mộ của Kim_Soo_Hyun vì phong_cách diễn_xuất trong phim_truyền_hình của anh ấy và nếu những lời buộc_tội đều là sự_thật thì điều đó thật tệ nhưng tôi vẫn sẽ ủng_hộ anh ấy với tư_cách là một diễn_viên .,Ủng hộ
786,3,Bạn gái,Không liên quan
787,19,Mấy người thôi ghét_bỏ đi ... điều này sẽ không ngăn_cản chúng_tôi yêu anh ấy đâu .,Ủng hộ
788,23,"Sao mỗi lần thấy ổng giúp_đỡ người khác , tui lại thấy ổng đáng sợ hơn vậy trời",Không ủng hộ
789,16,""" 10 lần các diễn_viên thực_sự проживали ( sống ) trong cảnh quay """,Không liên quan
790,13,Chắc_hẳn là anh ta muốn thêm cô ấy vào danh_sách của mình .,Không ủng hộ
791,53,Tôi không hiểu mọi người thực_sự bị làm_sao vậy . Các bạn cứ xông vào và đổ lỗi cho anh ấy . Sao không hỏi bố_mẹ của những cô gái kia đi . Họ mới là những kẻ giết người thực_sự .,Ủng hộ
792,39,"Fan cuồng ảo_tưởng à , cố lên . Với cái đà này , bức ảnh tiếp_theo của anh ta sẽ là không mặc quần trong bếp nhà cô ta thôi , rồi anh ta sẽ sớm phá_sản trong vòng một tháng nữa cho xem .",Không ủng hộ
793,78,"Mọi người à , cá_nhân tôi không thích anh ta , chưa bao_giờ thích anh ta nhưng mọi người cần bình_tĩnh lại . Không phải là anh ta cưỡng_hiếp hay giết_hại gia_đình mọi người . Rất nhiều người trong số các bạn có_lẽ còn tệ hơn anh ta và anh ta không phán_xét gì cả .",Trung lập
794,49,"Ngọt_ngào gì chứ , hắn ta dụ_dỗ trẻ vị_thành_niên đấy , hắn ta không xứng_đáng được tự_do đi_lại trong khi hắn ta dùng các nữ diễn_viên để đánh lạc hướng công_chúng hòng cứu_vãn sự_nghiệp của mình .",Không ủng hộ
795,34,Mấy người làm quá lên như_thể chưa từng phát cuồng vì anh ta mỗi khi phim của anh ta ra_mắt ấy ...,Ủng hộ
796,37,"Yo , kệ người ta đi . Nếu là thằng nhóc 15 tuổi hẹn_hò với người phụ_nữ 27 tuổi thì mọi chuyện đâu có thế_này .",Không ủng hộ
797,20,""" Nếu cổ không hơn 15 , cổ không phải là nữ_hoàng của tao "" à",Không ủng hộ
798,21,"Ngay cả khi xem bộ phim này lần đầu_tiên , cốt_truyện này đã khiến tôi thấy rợn người .",Không liên quan
799,50,"Lúc người đó còn sống , sao không dùng mấy tấm hình đó để uy_hiếp anh ta , mà giờ người đó mất rồi thì gia_đình cô ta lại dùng mấy tấm hình đó để ngược_đãi anh ta ?",Ủng hộ
800,47,"Việc phim драмы tuổi teen Hàn_Quốc có cảnh hôn thì được cho là bình_thường , nhưng khi chuyện đó xảy ra ngoài đời thực thì lại là một tội_ác ?",Trung lập
801,46,Vậy bây_giờ các bạn lại có vấn_đề với diễn_xuất của anh ấy à ? Giả_sử anh ấy diễn không tốt thì các bạn sẽ chỉ_trích anh ấy và nói rằng anh ấy không biết diễn_xuất .,Ủng hộ
802,4,Fan cuồng tiêu_cực,Không ủng hộ
803,8,"Tôn_trọng bạn , cuộc_chơi là cuộc_chơi .",Trung lập
804,5,Ở tù là ở tù,Không ủng hộ
805,37,"Người làm cha_mẹ đó biết nhưng làm_ngơ vì tiền , còn tất_cả các người thì nhảy vào kết_luận vội_vàng , mấy người đã nghe lời giải_thích từ phía anh ta chưa .",Ủng hộ
806,7,"Ê ông bạn , thôi ghét ổng đi .",Không ủng hộ
807,37,Thật buồn_cười khi giờ_đây họ dùng vai diễn của anh ấy trong phim để nói về tình_huống xung_quanh anh ấy ... Mọi người thật buồn_cười .,Trung lập
808,9,"Ôi trời_ơi , Rona bé_bỏng ?",Không liên quan
809,18,"Anh ấy không cần diễn_xuất , diễn_xuất cần anh ấy .",Ủng hộ
810,22,Tôi thực_sự rất thích diễn_xuất của anh ấy ở đây . Oppa mang đến cho chúng_ta những thước phim tuyệt_vời nhất .,Ủng hộ
811,33,"Đừng làm quá mọi chuyện , ngành công_nghiệp này cũng cần phải ngừng tạo ra những câu_chuyện điên_rồ như_vậy ! Tôi luôn thấy nó kỳ_lạ ! ! !",Trung lập
812,6,Mấy người làm quá rồi đấy .,Trung lập
813,3,Cuộc_chơi là cuộc_chơi .,Không liên quan
814,19,Xin hỏi tên bộ phim này là gì vậy ? Tôi muốn xem .,Không liên quan
815,69,"Đó là lý_do tại_sao chúng_ta không_thể tin vào những gì thấy trên TV và đó là lý_do tại_sao nó được gọi là diễn_xuất . Chúng_ta không thực_sự biết họ ngoài đời thực như_thế_nào và khi những chuyện như thế_này xảy ra , chúng_ta mù_quáng bảo_vệ họ mà không biết liệu",Trung lập
816,13,Seokhoon hãy cứu lấy Rona của chúng_ta đi mà,Không liên quan
817,13,Giờ tao mới nhìn_nhận vấn_đề khác .,Trung lập
818,11,Cảnh này trông đáng sợ quá .,Không liên quan
819,7,Đừng ghét anh ấy .,Ủng hộ
820,4,Không có em .,Không liên quan
821,17,Tôi chưa bao_giờ hết hứng_thú với một anh người_yêu nhanh đến thế ! ! ! !,Không ủng hộ
822,34,"Kim_Soo_Hyun ? ? Làm_ơn , tôi không biết chuyện gì đang xảy ra , ai đó có_thể giải_thích không ? ? ? ? ?",Trung lập
823,5,Cô ấy ... 15 tuổi .,Không ủng hộ
824,22,Tôi biết chắc_mẩm là anh ta đã khóc thét lên khi phải diễn với các diễn_viên lớn_tuổi .,Không ủng hộ
825,5,kẻ ấu dâm,Không ủng hộ
826,11,Khoảnh_khắc diễn_viên không diễn_xuất,Trung lập
827,15,Có phải cô ấy là Bae_Ro_Na hay_Kim_Hyun_Soo không ?,Không liên quan
828,13,Hy_vọng các bạn biết cô ấy là một diễn_viên phim người_lớn .,Không liên quan
829,11,Cô ấy 12 tuổi trong bộ phim này ! !,Không liên quan
830,10,10 lần các diễn_viên đã không diễn,Không liên quan
831,15,Nói vậy thôi chứ tôi mừng là tôi chưa từng thích hắn .,Không ủng hộ
832,11,Thật_ra thì tôi chưa bao_giờ thích anh ta .,Không ủng hộ
833,6,KHÔNG BAE RONA,Không liên quan
834,40,"Ý tôi là anh ta hẹn_hò với một đứa trẻ khi anh ta 27 tuổi , tôi không_thể ủng_hộ một người như_vậy ! Cô ấy mất_mạng vì anh ta đã huỷ_hoại cô ấy .",Không ủng hộ
835,10,BAE RONA ? ? ? ? ? ? ?,Không liên quan
836,25,"Trời ạ , ý tôi là tôi thực_sự không_thể ép bản_thân xem phim của anh ta nữa .",Không ủng hộ
837,10,Cô ấy là cô gái trong Penthouse nữa .,Không liên quan
838,11,"Oh_Yeon_Hee , hãy cứu lấy con gái của cô .",Không liên quan
839,6,Đó mới là con_người thật của anh ta .,Không ủng hộ
840,4,Kim kết_hợp với Drake :,Không liên quan
841,10,Tại_sao mọi người lại ghét anh ấy vậy ?,Trung lập
842,6,Sao anh biến_thái vậy ?,Không ủng hộ
843,20,Có ai có_thể cho tôi biết Soohyun có liên_hệ gì với Sulli không ?,Không liên quan
844,15,Đó là lý_do vì sao anh ấy đóng vai này hay như_vậy .,Không liên quan
845,24,"Ôi trời , tôi đã phải gượng_ép bản_thân để xem cái chương_trình đó , sao mà có ai thấy ổn với nó vậy ?",Không liên quan
846,7,Vẫn còn yêu anh ấy đến giờ,Ủng hộ
847,9,Có quá nhiều biển_báo .,Không liên quan
848,17,"Anh ấy sống thật với chính mình , anh ấy không cần diễn_xuất .",Ủng hộ
849,19,Nghe_nói Soohyun thích mấy em trẻ tuổi hả ?,Không ủng hộ
850,8,Anh bạn bỏ diễn_xuất đi .,Không ủng hộ
851,32,"Haha , sao tôi lại thấy anh ta như một tên sát_nhân bệnh_hoạn vậy ? ? Wow , ảnh_hưởng của truyền_thông thật đáng sợ .",Không ủng hộ
852,12,Sao tôi cứ có cảm_giác như anh ấy đang cười ấy nhỉ,Trung lập
853,28,"Tao xin_lỗi nhưng tao không_thể nhìn nó như trước được nữa rồi , thôi nhé .",Không ủng hộ
854,3,Bae_Rona,Không liên quan
855,8,Anh ta được trả tiền để là chính mình .,Không liên quan
856,7,Anh ấy hoàn_toàn không diễn_xuất .,Không ủng hộ
857,16,Mỗi lần tôi nhìn thấy anh ta đều khiến tôi cảm_thấy khó_chịu .,Không ủng hộ
858,65,Gửi đến những người vẫn còn ủng_hộ anh ta . Mọi người có nhận ra rằng những nhãn hàng mà anh ta đại_diện đều có đội điều_tra riêng không ? Anh ta có tội nên các nhãn hàng mới bắt_đầu loại_bỏ anh ta .,Không ủng hộ
859,10,Top 10 diễn_viên không hề diễn_xuất .,Không liên quan
860,8,Bảo_vệ cô ấy bằng mọi giá .,Không ủng hộ
861,7,giờ không ai có_thể quên được điều đó .,Không ủng hộ
862,21,Mấy cô gái nào vẫn còn bênh_vực hắn ta cần đi trị_liệu tâm_lý đi là vừa ....,Không ủng hộ
863,9,Tôi đã chờ_đợi đoạn chỉnh_sửa này .,Trung lập
864,14,"Xin_lỗi , nhưng vấn_đề của anh ta là gì vậy ?",Trung lập
865,11,"thề luôn , đây đích_thị là chất âm của anh ấy",Không liên quan
866,11,"Haha , tất_cả đều là tự_nhiên đấy .",Không liên quan
867,9,"Trời ạ , mấy người làm quá lên vậy .",Trung lập
868,15,Anh ta đã đánh_lừa tất_cả chúng_ta bằng diễn_xuất như không diễn .,Không ủng hộ
869,55,Bạn có_thể tưởng_tượng việc anh ấy phải diễn cảnh yêu_đương với tất_cả những nữ_hoàng xinh_đẹp khó_khăn đến mức nào không ? Chẳng_trách tất_cả những nụ hôn của anh ấy đều khô_khan và hời_hợt .,Trung lập
870,9,Đúng là phong_thái của anh ấy .,Ủng hộ
871,40,"t không phải fan của anh ta nhưng buồn_cười thật , sao đột_nhiên mọi người đều có "" thông_tin để chia_sẻ "" về anh ta vậy . Kẻ ăn_bám ...",Trung lập
872,28,"Cô gái này sinh năm 2000 , giống như Kim_Sae_Ron . Cô ấy và Sae_Ron lúc đóng phim đó mới 14 tuổi , còn anh kia 26 tuổi .",Không ủng hộ
873,13,Giờ tôi phải xem_lại Vì Sao Đưa_Anh_Tới kiểu gì đây,Không ủng hộ
874,28,Vẫn còn bênh_vực hắn ta ! ! ! ! ! ! ! Tôi nghĩ là tôi sẽ không bao_giờ hiểu nổi những người này .,Không ủng hộ
875,11,"Oh_Yoon_Hee , đến cứu con của cô đi .",Không liên quan
876,42,"Tôi đã xem một anh_chàng phân_tích đôi mắt của anh ấy trên một chương_trình Hàn_Quốc và nói rằng anh ấy giỏi nói_dối và lừa_lọc , giờ tôi không_thể bỏ_qua được điều đó .",Không ủng hộ
877,18,"Không_thể_nào , tôi đã yêu anh ấy hơn 6 năm rồi [ khóc ]",Không ủng hộ
878,43,Sao tao thấy không thoải_mái khi xem nó với một đứa trẻ vị_thành_niên thế nhỉ .... Và cái cách nó nhìn con_bé có_vẻ không ổn . Không biết nữa .,Không ủng hộ
879,12,Nghe_nói Kim_So_Hyun thích mấy em trẻ tuổi à nha .,Không ủng hộ
880,12,BAE RONA LÀ CÁI GÌ VẬY ? ? ?,Không liên quan
881,16,"Đôi mắt thật đáng sợ , tôi không_thể_nào quên được ...",Không ủng hộ
882,20,Cô ấy có phải là người đóng vai Bae_Ro_Na trong Penthouse không ?,Không liên quan
883,22,Một_vài bình_luận trong số này đúng là ảo_tưởng và lố_bịch .,Trung lập
884,10,Mấy người phòng_ngự chán đời thật_sự .,Không liên quan
885,10,Hắn đang chọn nạn_nhân tiếp_theo của mình .,Không ủng hộ
886,38,Tôi không_thể tin được người này lại có kết_cục như_vậy ... Anh ta đã huỷ_hoại một trong những bộ phim chữa lành của tôi . Đúng là vẻ ngoài có_thể đánh_lừa mà ...,Không ủng hộ
887,13,"Tạ ơn Chúa , tôi chưa bao_giờ thích gã này .",Không ủng hộ
888,10,Anh ấy nhập_vai quá đạt .,Không liên quan
889,13,Từ đẹp_đẽ đến cảnh đáng sợ nhất,Không liên quan
890,19,Bạn có biết tin_tức Hàn_Quốc nói rằng đó là những lời buộc_tội sai sự_thật không ?,Trung lập
891,7,Cảnh quay đáng sợ,Không liên quan
892,51,Lúc đó tôi đã rất hoang_mang . Nhưng tại_sao không ai nói gì về điều đó ? Mọi người đều nghĩ series này rất hay . Không ai thấy nó có vấn_đề cả .,Trung lập
893,19,"Mọi người nên nghỉ_ngơi đi , có phải anh ta là người viết kịch_bản không vậy .",Không liên quan
894,26,Tôi thích anh ấy từ hồi Dream_High rồi . Tạiiiiiiiiiiii saooooooo,Trung lập
895,27,"Không , tôi vừa_mới nghĩ về việc ai đó sẽ đưa chuyện này ra và tôi thực_sự thấy điều đó .",Không liên quan
896,34,Một trong những điều tôi tự_hào nhất là tôi chưa bao_giờ là fan của diễn_viên này và chưa bao_giờ thấy anh ta hấp_dẫn .,Không ủng hộ
897,53,"Tôi hiểu những gì anh ấy đã làm , nhưng chẳng phải khoảng 3 ngày trước mọi người vẫn còn yêu_mến anh ta sao ? Đây là điều tôi không hiểu . Sự thay_đổi ngay_lập_tức .",Trung lập
898,11,Hãy nhìn vào con mắt quỷ đó kìa .,Không ủng hộ
899,18,Kim_Seokhoon ! ! ! Hãy cứu Bae_Rona khỏi gã đó đi,Không liên quan
900,9,Có_lẽ anh ấy thậm_chí còn không diễn_xuất .,Không ủng hộ
901,6,Drake đỉnh hơn thằng đó .,Không liên quan
902,10,anh ấy là phiên_bản Drake của Hàn_Quốc,Không liên quan
903,6,Đi tù đi .,Không ủng hộ
904,16,"Vui_lòng che mặt anh ấy lại , tôi bị hội_chứng sợ Kim_Soo_Hyun .",Không ủng hộ
905,5,dựa trên câu_chuyện có thật,Không liên quan
906,11,Bộ phim K-drama yêu thích của tôi là Vì sao đưa anh tới .,Không liên quan
907,24,Tôi thề có Chúa . Lúc mới xem cái này lần đầu tôi đã lo_lắng lắm .,Trung lập
908,22,Tại_sao anh ta vẫn làm phim_truyền_hình Hàn_Quốc sau tất_cả những chuyện đã xảy ra : /,Không ủng hộ
909,17,Tôi không_thể xem bộ phim giống như cách tôi đã xem trước_đây nữa .,Không ủng hộ
910,4,Dừng lại đi,Không liên quan
911,3,Tôi chết mất .,Không liên quan
912,24,Biết gì không ? Có_lẽ bạn đúng đấy . Chạy mau lên cô gái nhà ngục quỷ_quyệt kia .,Không ủng hộ
913,14,Có phải Bae_Rona từ Penthouse không ?,Không liên quan
914,9,Ôi lạy chúa Anh MainoRRR,Không liên quan
915,15,Anh đã làm cái gì vậy ! Tôi chưa bao_giờ muốn ghét_anh,Không ủng hộ
916,9,Anh ấy đang diễn_xuất nhập_vai đấy .,Trung lập
917,15,Anh yêu các cô gái .,Không liên quan
918,28,"không , bởi_vì bây_giờ tao đang xem mấy cái cảnh này và tại_sao hắn lại nhìn họ như_thế kia ? ? ?",Không ủng hộ
919,10,"Không , tôi không tin hắn .",Không ủng hộ
920,15,Mấy người nghỉ_ngơi đi mà . Làm_ơn đó,Trung lập
921,15,"Oh_Yoonhee , mau kéo con gái cô đi nhanh lênnn",Không liên quan
922,11,Anh bạn được trả tiền chỉ vì là chính mình .,Không liên quan
923,22,Tôi đã từng rất thích cảnh này cho đến khi scandal của anh ta bị phanh_phui . Tôi đã rất thất_vọng .,Không ủng hộ
924,14,Nếu câu_chuyện này là thật thì phải ngăn_chặn anh ta lại .,Không ủng hộ
925,8,Fan hâm_mộ đôi_khi thật đạo_đức giả .,Trung lập
926,9,Sao bạn lại phá hỏng bộ phim của tôi thế ?,Không ủng hộ
927,11,Linh_cảm của tôi về anh_chàng này đã đúng .,Không ủng hộ
928,12,10 lần các diễn_viên đã không diễn_xuất .,Không liên quan
929,4,Ôi trời ...,Không liên quan
930,11,Ai đó làm bản Anh không thích chúng_ta phiên_bản Hàn đi .,Không liên quan
931,3,Nghỉ_ngơi đi !,Trung lập
932,11,"Tôi yêu anh Kim_Soo_Hyun , mạnh_mẽ lên nhé anh bạn",Ủng hộ
933,14,Công_lý cho Kim_Sae_Ron # tẩy_chay Kim_So_Hyun,Không ủng hộ
934,7,Tôi đang nghĩ về điều này .,Trung lập
935,41,Tôi nhớ bộ phim này từng là bộ phim yêu thích của tôi và khoảnh_khắc với cô bé đó là khoảnh_khắc yêu thích của tôi trong bộ phim . Ai đó giúp tôi với .,Không liên quan
936,14,Xin đừng phá_huỷ ký_ức tuổi_thơ của tôi .,Không ủng hộ
937,8,"Ôi , bộ phim đầu_tiên của Kim_Soo_Hyun của tôi .",Không liên quan
938,7,Lần sau báo trước nhé .,Không liên quan
939,15,"Tạm_biệt , tôi quên mất chương_trình này rồi .",Không liên quan
940,6,Cái đó đáng sợ quá .,Không liên quan
941,15,Anh ấy chắc_chắn sẽ đóng vai hồ_ly rất đạt .,Trung lập
942,11,Đẹp_trai ... nhưng nguy_hiểm .,Không ủng hộ
943,10,Bạn có_thể thấy điều đó trong mắt anh ấy ...,Trung lập
944,9,Mấy người thiếu nghiêm_túc quá đó .,Không liên quan
945,8,"Ôi trời_ơi , không phải phim Hàn yêu thích của tôi .",Không liên quan
946,9,Ôi khôngggggg,Không liên quan
947,16,Kim_Soo_Hyun có cùng tâm_hồn đồng_điệu với Drake .,Không liên quan
948,17,Tôi thích lựa_chọn bài hát này [ tự_hào ] đứng dậy và vỗ_tay,Không liên quan
949,10,"Tôi vừa xem cái này xong , cười chết mất .",Không liên quan
950,13,"Không , đó chắc_chắn là do phản_xạ cơ_bắp .",Không liên quan
951,11,Sẽ không bao_giờ nhìn TS như cũ nữa !,Không ủng hộ
952,5,Đôi mắt của anh ấy,Không liên quan
953,10,Giờ tôi thấy anh ta đáng sợ hơn rồi đấy .,Không ủng hộ
954,13,Chắc_chắn là anh ấy không diễn chút nào ở đây .,Không ủng hộ
955,15,10 lần các diễn_viên không diễn_xuất,Không liên quan
956,8,Sao mấy người lại thích hắn được nhỉ,Không ủng hộ
957,9,Vì sao đưa anh tới vẫn đỉnh,Không liên quan
958,14,Những khoảnh_khắc mà diễn_viên thậm_chí còn không diễn :,Không liên quan
959,8,"Không , không phải chương_trình yêu thích của tôi .",Không liên quan
960,23,"Cuối_cùng thì cũng có người đăng video này , tôi cứ tưởng không ai nhớ đến nó nữa chứ .",Trung lập
961,4,Drake đến từ Hàn_Quốc,Không liên quan
962,9,Lần tới hãy kiểm_duyệt anh ta nhé .,Không ủng hộ
963,22,Giờ thì tôi không_thể không thấy nó được nữa rồi HAHAHAHAHAHAHAHAHAHAHA,Không liên quan
964,10,Anh ta đã huỷ_hoại bộ phim_truyền_hình yêu thích của tôi .,Không ủng hộ
965,9,"Ôi trời , tôi thất_vọng quá .",Không ủng hộ
966,6,Tao sợ quá,Không liên quan
967,7,"Ôi trời_ơi , cứu với .",Không liên quan
968,12,Đây là bộ phim_truyền_hình Hàn_Quốc yêu thích của tôi kể từ năm 2014 .,Không liên quan
969,7,Anh ấy đã rất thích nó .,Không ủng hộ
970,9,Cuối_cùng cũng có người làm cái edit này .,Không liên quan
971,10,Cảm_ơn vì đã nhắc chúng_tôi điều này .,Không liên quan
972,3,Dừng lại đi .,Trung lập
973,4,Dừng lại đi !,Không liên quan
974,11,Ôi trời_ơi .,Không liên quan
975,12,"Ok anh bạn , anh đi hơi xa rồi đấy .",Không ủng hộ
976,11,"Chúng không giống chúng_ta , chúng không giống chúng_ta .",Không liên quan
977,9,Giải_thích đi bạn ơi .,Trung lập
978,4,Cười ẻ,Không liên quan
979,18,Tôi không_thể tin được là vẫn có người còn bênh_vực hắn .,Không ủng hộ
980,14,Bae_Rona chạy đi cô gái ơiii,Không liên quan
981,6,Anh MINORRRR,Không liên quan
982,5,Nghỉ_ngơi đi cười ẻ !,Không liên quan
983,16,Làm_ơn tất_cả các bạn hãy ngừng ghét_bỏ đi mà .,Trung lập
984,32,"Tôi có linh_cảm mạnh_mẽ , sao tôi lại không nhận ra nhỉ , không_chỉ là anh ấy từng là người tôi thích ! ! !",Không ủng hộ
985,46,"Tao đang xem bộ phim này và giờ tao cảm_thấy mọi thứ đang xảy ra đều liên_quan đến bộ phim , tao thấy buồn cho anh ấy quá .",Ủng hộ
986,18,Diễn_xuất hay đến mức không giống diễn .,Trung lập
987,19,"Những video đó , top 10 khoảnh_khắc các diễn_viên không diễn_xuất",Không liên quan
988,31,Bạn của tôi 19 tuổi và anh kia 31 tuổi ? Các bạn sẽ phản_ứng thế_nào trong trường_hợp này ?,Trung lập
989,57,"Chuyện gì đang xảy ra vậy , tại_sao anh ta lại bị ghét và cả chương_trình này nữa ? Tôi thấy có gì sai đâu . Tôi từng xem nó khi còn bé và thấy nó rất dễ_thương mà , anh ta yêu cô ấy .",Trung lập
990,47,Tôi đoán là tôi biết có gì đó không ổn ở anh ta vì tôi đã xem gần như tất_cả các bộ phim_truyền_hình và điện_ảnh của anh ấy nhưng tôi không_thể_nào thích anh ấy được .,Không ủng hộ
991,11,Vậy_mà không hiểu sao mọi người vẫn ủng_hộ ông ta .,Không ủng hộ
992,7,Kim_Soo_Hyun đúng là ác_quỷ,Không ủng hộ
993,21,"Nhìn hắn ngớ_ngẩn kiểu gì ấy , không hiểu sao con gái lại thích cái vẻ ngoài đó được .",Không ủng hộ
994,10,"Hãy để Kim_So_Hyun yên , chúng_tôi yêu bạn .",Ủng hộ
995,18,"Mỗi lần nhìn thấy anh ta , tôi lại thấy anh ta đáng sợ hơn .",Không ủng hộ
996,34,"Đây là_Kim_Hyun_Soo , cô ấy sinh năm 2000 , giống như Kim_Sae_Ron , cô ấy 13 tuổi ở đây và Kim_Sae_Ron cũng 13 tuổi , còn anh ấy 25 tuổi .",Không liên quan
997,26,"Đã được chứng_minh hay vẫn chỉ là cáo_buộc thôi ? Thật là lãng_phí , anh ấy là một diễn_viên giỏi .",Trung lập
998,12,"Cười chết mất , mặt anh ta nghiêm_túc thế .",Không ủng hộ
999,8,Thôi đi mấy người làm ơn ! !,Trung lập
1000,30,Đang định giới_thiệu bộ phim này cho ai đó thì tin_tức ập đến ngay_lập_tức ...,Trung lập
1001,11,Tôi vừa xem xong bộ phim đó rồi .,Không liên quan
1002,13,Tôi luôn ghét hắn ! Tôi có_thể đọc vị người khác .,Không ủng hộ
1003,9,"Ôi trời , nghèo_khổ thật .",Không liên quan
1004,15,""" 10 lần các diễn_viên không diễn_xuất """,Không liên quan
1005,59,"Hãy để Chúa và nghiệp phán_xét và ngừng dẫn_dắt những người nổi_tiếng đến nấm mồ sớm . Bạn có_thể hối_hận nếu anh ấy chết bây_giờ , đừng quá nhanh_chóng phán_xét . Đấu_tranh cho hoà_bình và sự_thật .",Trung lập
1006,31,"Có phải đây là cảnh trong bộ phim_truyền_hình Hàn_Quốc "" Vì sao đưa anh tới "" của anh ấy không ? Với cả đây là cảnh hồi_tưởng nữa .",Không liên quan
1007,28,"Với tình_huống mà người đàn_ông này đang gặp phải , anh ấy không an_toàn . # PROTECTKIMSOOHYUN",Ủng hộ
1008,18,"Ôi , tất_cả mấy file PDF này phải chuyển sang file Word hết .",Không liên quan
1009,6,Tôi đang rất sợ_hãi .,Không liên quan
1010,17,Tao xin_lỗi nhưng_mà mọi người vẫn yêu Kim_Soo_Hyun .,Ủng hộ
1011,58,"Làm_ơn dừng lại đi mọi người . Tui không phải fan của Kim_So_Hyun nhưng làm_ơn để yên cho "" Vì Sao Đưa_Anh_Tới "" đi ... Tui thật_sự rất thích bộ phim này và luôn xem_lại mỗi khi buồn , giờ tui không_thể xem nó một_cách bình_thường được nữa .",Trung lập
