ID,Comment Text,Label,Token Count
549,"Ai rồi cũng già đi , quan_trọng là quá_khứ chẳng ai vạch_trần thôi . Cứ tự_nhiên mà sống anh ơi ! Fans vẫn luôn ở bên .",Ủng hộ,33
550,"Trời , nghe bóc phốt_phát hoảng giờ anh chèo_chống hay đấy hehe . Drama này cũng hóng coi hết sự thì ai lật_mặt . Dù là cái gì rồi thì mấy mợ hãng với anti thấy ế cuồng chắc mừng dữ ấy .",Ủng hộ,50
551,"Trời , drama rồi ! Mong anh_Soo_Hyun vượt qua sóng_gió , cứ làm nghệ_thuật mình thôi , ai rồi còn ngóng những dự_án của anh !",Ủng hộ,36
552,"Mấy người hay nhỉ , cứ tóm với chặm ! Dám chắc sau_này Kim_Soo_Hyun kiếm được đến mấy chục triệu đô_la , những lời xì_xào lại hoá im_re cho coi . Anh làm tài_tử đỉnh thế_thì được cả thế_giới này săn_đón chứ ngồi đó mà đòi anh phải minh_bạch 100% hả ?",Ủng hộ,68
553,Ô_mai dỗi nhưng_mà anh vẫn đẹp_trai ngất_ngây quên cả đường về luôn ấy ! Cứ là mình thôi nè !,Ủng hộ,26
554,"Thằng_Soo_Hyun có số hưởng ghê , gặp đúng lúc thời_trang đang chuộng style ' hot boy hư ' : cứ thả ga diễn cho sung . Drama thế_này fans lại càng thêm yêu_thương , hợp_tác xong kiếm tí tiền rồi thì anh cứ yên_tâm tái_xuất đường ai_nấy bước : # fanlàsố 1 # chúcsoohyuđắtshow",Ủng hộ,75
555,Tôi đứng về phía Kim_Soo_Hyun . Mấy nay cũng stress hộ chú cho coi . Ai_lại đào_bới chuyện cũ_rích thế kia chứ ... đàn_ông người ta đã phủ_nhận thẳng_thừng cơ_mà ! Tin_đồn xàm xớ cả .,Ủng hộ,48
556,"Ôi giời , drama Hàn_Quốc còn ly_kỳ hơn phim mình xem luôn ý Nhưng biết sao được , chuyện cũng xong_xuôi rồi , người đàn_ông vẫn cứ cool ngầu cuốn_hút , cứ hóng chờ những dự_án sắp tới của anh thôi nào . Quyết_đoán thế còn gì , phải người tôi ngưỡng_mộ đây chứ !",Ủng hộ,68
557,"Trời , nghe phức_tạp ghê , nhưng cá là_anh Hyun ổn mà . Gió chỉ dám lướt qua tóc anh thôi ấy . Công_chúng hơi bị rảnh rồi nhé !",Ủng hộ,36
558,"Không biết người ta ăn_ở thế_nào đổ ập hết scandal vào_anh Hyun luôn . Anh nói một đường mình tin một nẻo , chẳng tin đâu . Khổ . Cứ yên_tâm làm dự_án nhé .",Ủng hộ,44
559,"Trời ạ , giờ bảo_vệ người ta , rồi bảo là quen_biết gì ... Giữa bảo vợ với_lại scandal trả_lời khốn hồn kiểu này , hiểu gì chưa ? Không + đó , phim nào chưa có anh thì vứt đi nhá , tui vẫn chờ ảnh đóng vai khác đây . Idol real nhá là vừa ! Muốn phá muốn dìm gì người ta thì tìm nơi khác chơi nhe mấy cha mệ :",Ủng hộ,85
560,"Thèm ly trà với couple thị_phi này quá , chẳng_lẽ cứ ngồi hóng phim thôi sao ! Kim_Soo_Hyun cứ tự_tin cháy hết_mình với sự_nghiệp của anh đi !",Ủng hộ,38
561,"Ôi showbiz , scandal x xát ! Kim_Soo_Hyun chắc_hẳn đang trải qua giai_đoạn khó_khăn nhất . Dã_man thật . Quan_điểm cá_nhân tôi , nếu đã phủ_nhận rồi thì nên tin một_chút , tin nam thần đẹp_trai của tôi các bạn ạ ! Anh dỗi mình đó .",Ủng hộ,63
562,"Kim_Soo_Hyun giữ vững phong_độ quá đỉnh , kiểu mấy cái đấu_đá này chỉ làm anh càng thêm nổi_tiếng thôi ấy mà ! Tên_tuổi đẳng_cấp còn chấn_động mãi . Cố lên anh_trai ! < br > & nbsp ;",Ủng hộ,52
563,"Nhìn người ta đá lông_nheo đúng là có lý_do nhỉ , chờ phim anh ơi biết_đâu sự_thật thú_vị sẽ sớm được hé lộ . Qua biến_cố may sẽ thành ngon !",Ủng hộ,39
564,"Không bàn đến tin đúng_sai , vẫn thích anh mình từ trước và giờ vẫn vậy . Ủng_hộ tất !",Ủng hộ,26
565,"Ôi_dào , cứ nhìn vào góc_độ vai_trò chuyên_môn thì_Soo_Hyun không có gì để mà chê_trách cả .",Ủng hộ,25
566,"Thật_tình mà nói thì tôi thấy người ta săm_soi anh quá_đáng . Sai thì sửa , anh im thôi chứ ai làm um xùm lên , tự_nhiên sự-nghiệp tôi .",Ủng hộ,37
567,"Ôi , bê_bối gì mà rắc_rối thế nhỉ ? Nhưng tôi lúc_nào cũng thích phim_anh Hyun đóng . Cứ tin_tưởng anh thôi , tài_năng của anh ấy còn lâu mới tàn_lụi .",Ủng hộ,42
568,"Quýnh_quáng cả báo với họp_báo mà toàn đồng_nghiệp cả ... thế_này không thương hơi phí , cố lên oppa . Tao đặt_cược vào sự trong_trắng của anh !",Ủng hộ,36
569,"Ủ uôi số tôi hóng drama thì cần gì , nhưng có_vẻ đây đơn_thuần là phốt xì tin đạn lạc thui ấy mà . Ai rồi cũng phải kiếm cơm manh áo bằng mọi cách , đừng có căng_thẳng chi quá . Anh_trai yên_tâm fan vẫn thương !",Ủng hộ,56
570,"Ôi_dào , có làm_sao thì cũng chỉ là Kim_Soo_Hyun thôi mà phải làm náo_loạn mọi thứ lên thế , coi_bộ cái bóng anh Kim quá lớn luôn ! Cùng chờ động_thái rồi hẵng phán_xét có phải vừa sáng_tạo lại còn đáng ngưỡng_mộ nữa không ? Anh tự biết đường mà tính , cứ là anh mình tán !",Ủng hộ,75
571,"U me , drama mới này vẫn chưa vượt qua nổi rating của Vì Seoul thân_yêu đâu ? Hay_là_Soo_Hyun sắp làm OST phim ta ?",Ủng hộ,31
572,"Ủa alo , nghe nói anh crush chưa vợ của toii gặp biến_cố gì cơ ? Chia buồn luôn ! Không nói trước gì , tin sau là tin sốc , đời người như phim vậy biết tin gì đâu ! Mong anh mạnh_mẽ vượt qua , nghiệp quật đã lên , bùng_nổ thôi !",Ủng hộ,68
573,"Kim_Soo_Hyun không trả_lời báo_chí thì tức_là có bí_mật lớn sao ? Kỹ_năng giữ bí_mật của anh thì siêu luôn rồi còn gì . Với cả sao lại lấy video riêng_tư người ta ra , rớt mút ghê .",Ủng hộ,48
574,"Không hẳn fan , nhưng nhìn anh bị vùi_dập như này tui thấy tội_nghiệp ... Cứ đà này thì bao giấc mơ mỹ_nhân tan_tành luôn ! Phim thì chưa có dấu_hiệu gì , mấy trend anh đu trên bờ vẫn chưa nguội được đó . Tóm_lại là mình nghĩ là có "" overthink-ing "" ở đây thôi !",Ủng hộ,75
575,"Sao tôi lại tự_cảm thấy nhẹ_nhõm cho anh thế nhờ . Đừng bận_tâm người qua đường bạn đẹp_trai ơi ! Tài không đợi tuổi , cứ nhiệt_tình mà bung lụa thôi idol ơi . Showbiz này vốn_dĩ ồn_ào !",Ủng hộ,50
576,"Nghe_ngóng tình_hình này , đoán già non là vẫn anh nhà thắng_thế thôi , cứ xem showbiz tung_hoành mấy bận . Dữ_dằn nhất vẫn là công_ty quản_lý , quá bén !",Ủng hộ,41
577,""" Thôi_thì cứ nghe như anh ý giải_thích thôi coi , cũng đâu đến_nỗi drama gì ghê_gớm . Biết_đâu hoá_ra chỉ alf người duyên với nhau , dân_tình cứ làm quá lên """,Ủng hộ,47
578,"Sao cứ xoắn lên vì chuyện cá_nhân thế ? Việc gì phải xoá hợp_đồng rồi huỷ hết dự_án ? Người ta giỏi , là do người ta , đã đóng phim hay rồi mà lôi chuyện tình_cảm ra soi thì ... bó_tay các thánh ! Vẫn hóng phim mới của oppa !",Ủng hộ,64
579,Ai bảo người ta đẹp_trai là không phạm lỗi ! Cấm cãi . # KimSooHyunyuhangnucasong,Ủng hộ,26
580,"Ủa chứ tự_nhiên đùng_một_cái đòi xoá hết hợp_đồng quang cáo mấy ông , mấy bà đã nhìn đủ khía_cạnh chưa vậy ? ! Anh tôi quen bạn xong giờ ai sai cứ đè xuống anh phạt mà sao ? Đâu phải độc_thân là không được coi ai là gu rồi ghê ta ? !",Ủng hộ,63
581,"Mong vụ_việc chóng qua , đừng vì_thế mà dở_dang sự_nghiệp của anh chỉ vì vài "" nhân_vật "" cố kiếm fame quá_đà thôi",Ủng hộ,31
582,"Anh đẹp_trai lại còn bị oan ! Mấy người kia chắc ghen_tị thôi , chứ có phải hẹn_hò là tội nghiêm_trọng gì , lại còn đồng_nghiệp rõ_rành rành ở đó mà cứ sân_si . Bàn cứ để anh thoải_mái với chị đồng_nghiệp của mình để diễn_xuất các thứ thôi . Vote_Kim_Soo_Hyun mãi",Ủng hộ,70
583,"Trời_ơi chấn_động Kim_Tae_Hwan hẹn_hò à ? Mấy chuyện nhảm_nhí bày_đặt dắt chó vô để chi , biết diễn là được ahihi . Tao mua bia xem phim .",Ủng hộ,38
584,"Sao tự_nhiên thấy bảo_vệ_Soo_Hyun , vì ảnh đào_hoa chứ sao . Anh_em tôi cũng đều biết_mấy trò hẹn_hò này kia nên càng ủng_hộ anh ! Ai chả vướng mắt tuổi_trẻ dại_khờ = . Giờ thì cứ đi đi đường thì cứ đi ! Anh vẫn toả sáng nhé !",Ủng hộ,62
585,""" Ôi giời_ơi , cứ nghệ_sĩ là thế_này cứ nghệ xĩ là thế nọ , nhìn thì tội thật xong giờ nhiều anh_chị đổ_máu quá thì tự_nguyện thôi , vẫn chờ anh đóng phim ! ! ! Sao lại dễ tin news rác thế nhỉ . Ai mà chẳng từng ... """,Ủng hộ,64
586,Nhìn_chung là drama to_tướng nhưng hy_vọng chuyện này cuối_cùng cũng sáng_tỏ thôi . Thương anh ghê . Hãy mạnh_mẽ lên anh nha ! Fans luôn bên anh !,Ủng hộ,35
587,"Sao mình thấy kiểu mấy ông dơ bản_chất quá , ngọn gió Kim_Sae_Ron với viện Garosero thấy miếng thơm dắt mấy anh vào hố , chưa biết có ra sao tôi vẫn tin_anh Hyun của tui .",Ủng hộ,45
588,"Xem_lại luật rồi , kiểu này chắc là mình đang bị dằn_mặt quá . Cầu cho crush thoát nạn , sau cơn mưa trời lại sẽ sáng thôi !",Ủng hộ,37
589,"Kim_Soo_Hyun mới là người_bị_hại ! Khổ_thân trai đẹp , lại là gu quốc_dân .",Ủng hộ,22
590,""" Tuyệt_vời , anh cứ làm những gì mình thấy đúng thôi ! Ai dám cản bước người đẹp_trai như_Soo_Hyun nhà mình cơ chứ . Cứ để mấy chuyện lùm xùm bay_biến hết đi . """,Ủng hộ,45
591,Tội_nghiệp anh_Soo_Hyun ! Công_ty làm hết nên anh chỉ cần đẹp_trai đóng phim đúng là định_mệnh cuộc_đời ! Giữ sức_khoẻ nha anh !,Ủng hộ,34
592,"Hoàn_cảnh thế_này âu cũng là thử_thách , cứ giữ vững phong_độ thần_tượng ơi ! Cơ_mà tôi vẫn đợi màn comeback hoành_tráng rồi bắt_đầu buôn dưa_lê , ai nói gì thì mặc_kệ . Cứ cháy hết_mình trước đã !",Ủng hộ,52
593,"Nghe tội Kim_Soo_Hyun dữ vậy ? Giữa bão_tố mà vẫn đẹp_trai phong_độ như_thường , mấy cái ảnh báo đăng cứ gọi là đi vào lòng người . Quyết kịch kim so hoo huề . Tui đợi anh show thôi . Lịm hết_hồn",Ủng hộ,54
594,"Thương cho anh ! Rồi đâu lại vào đấy thôi , showbiz mà . Cứ từ_từ rồi lại được tung_hô ấy mà ! Fan luôn tin !",Ủng hộ,30
595,"_Soo_Hyun đỉnh kout rồi , chắc người ta cố_tình bày trò ra hại ảnh íu à , tội ... Nhìn mặt thôi đã biết người_người ta hiền_lành , chất phát cả nếp sống an yên rồi ! Cứ tin_tưởng anh thôi .",Ủng hộ,54
596,"Mong rằng sóng_gió này sớm qua , xem phim anh từ bé luôn á ! Chúc_mừng "" trai tài "" .",Ủng hộ,24
597,"Anh làm gì em ủng_hộ nấy ! Khó trong showbiz thôi , cứ tin_tưởng tuyệt_đối Kim_Soo_Hyun .",Ủng hộ,24
598,"Thôi nào , người đàn đi ! Tui thấy anh chỉ giúp người ta lúc gặp khó_khăn thôi mà ! Đời bạc như vôi . Ủng_hộ kịch_bản anh tự chuẩn_bị luôn nha , lại còn được Gold_Medalist chống lưng kia_mà , ngon ! Fan ở đây cân tất !",Ủng hộ,62
599,"Mấy người rảnh ghê , drama kiểu này không phải ngày nào cũng có đâu . Có sao nói dzậy nè , muốn chơi ăn to thì cũng phải có máu liều chứ nhỉ ? Mong chú ba mạnh_khoẻ thôi .",Ủng hộ,45
600,"Ôi , Kim_Soo_Hyun à ? Đúng là tai_bay_vạ_gió mà . Có ai rảnh hơi đi tin mấy cái tin_đồn linh_tinh ấy không cơ chứ . Tui không tin ba chuyện lùm xùm đó được đâu .",Ủng hộ,44
601,"Ôi trời , anh đẹp_trai dính drama cũng khó ! Mong là mọi chuyện qua nhanh để còn xem phim ủng_hộ anh nhà !",Ủng hộ,28
602,Mấy_ai tin mà cứ đâm_đầu lao . Không hiểu sao giờ ai nói gì cũng tin mà không xóc hai óc . Anh đẹp_trai tài_giỏi lo mà sự_nghiệp tới đâu hay tới đó . Tụi mình luôn tin_tưởng nha .,Ủng hộ,46
603,Tình_yêu trai_gái thịnh nhất showbiz đấy . Lo mà comeback đi để có hứng xem phim sau .,Ủng hộ,20
604,Cơn bão scandal xô anh nhà bay tận chán luôn rồi . May_mắn anh có nhan_sắc cứu_chuộc !,Ủng hộ,24
605,"Anh_Soo_Hyun kiểu "" đã lên thuyền chung sao dễ buông … "" Dù_sao vẫn là phong sát mấy đứa rôi scandal kiểu đó , mình lại khoái .",Ủng hộ,33
606,"Ui drama gì mà căng thế , công_sức người ta bao năm lại còn tài_chính ... Tội anh cũng kiểu gì lại rơi vào tình_huống này . Ráng gượng vượt qua mọi bão_tố nha đại ka",Ủng hộ,42
607,Anh_Soo_Hyun hẳn phải mạnh_mẽ lắm mới đối_mặt xong rắc_rối lớn đến vậy . Hy_vọng anh ổn !,Ủng hộ,24
608,"Ủng_hộ hết_mình anh chứ , dù nói gì thì những drama kiểu vầy bao_giờ sức trai phong_độ của anh mới_mẻ như viên thanh_xuân được vậy trời . Tiếp chiến đi anh ơi !",Ủng hộ,42
609,"Ủng_hộ thôi mình ơi , ai mà chả có lúc sai_lầm riêng_tư mà mấy bà cứ soi_mói . Quá_đáng !",Ủng hộ,28
610,"Thời_điểm khó_khăn là phép thử lòng kiên_cường , anh mạnh_mẽ thì sẽ ổn thôi !",Ủng hộ,21
611,"Mong anh vững tin , scandal gì rồi cũng ổn thôi . Dù_sao mọi cái giờ cũng phơi_bày ra rồi còn đâu , fan luôn theo_dõi và tin_tưởng con_người thật của anh Kim ! Gặp_gỡ nhau thoải_mái tí thì coi nặng bằng yêu_đương chết chắc . Bao_nhiêu người quen người_mẫu các thứ mà mọi rắc_rối tan như bọt_biển hết thấy cũng lạ .",Ủng hộ,77
612,"Trời ạ , cứ mỗi lần anh Kim xuất_hiện lại là chuyện xui rủi gì đó đổ lên đầu ổng thôi . Đến chịu luôn . Thương !",Ủng hộ,31
613,""" Thôi xong , ở showbiz ai cũng là ' người_thân ' """,Ủng hộ,16
614,"Thôi nào , mấy người thích ngồi hóng biến xong phán_xét đạo_đức_gì , cứ để anh_Soo_Hyun sống với cuộc_đời ổng đi chứ : face _ with _ monocle : Showbiz cũng chỉ là trò mà . Ai rồi chả có ... ngày_mai đâu . Kệ đi .",Ủng hộ,59
615,"Tội_nghiệp anh Kim , sóng_gió ập đến liên_tục . Cứ để thời_gian trả_lời cho những thị_phi thôi ! Tin_tưởng . Tiền_bạc thôi giải_quyết từ_từ rồi đâu cũng vào đấy . Cố_gắng lên anh nhà nhé .",Ủng hộ,49
616,Ai bảo drama này không vui_tai đâu . Quan_trọng là đẹp_trai là được ! Anh vẫn hoàn_hảo trong mắt tôi ! Mau diễn phim tiếp đi Kim_Soo_Hyun ơi .,Ủng hộ,36
617,"Thôi_thì coi như bác Kim vớt ví giúp người ta . Hết phim , nhẹ_nợ rồi chứ còn gì ! Giờ mấy ông lớn lo mà lèo_lái cho êm để chuẩn_bị cho kèo tái_xuất sau vài năm thôi kk .",Ủng hộ,46
618,Chán những lời đồn vô_căn_cứ nhỉ ! Quyền lên_tiếng là ở người trong cuộc kia_mà các bro ! Cứ tự_do thể_hiện nhé anh .,Ủng hộ,31
619,Mình cá là anh Kim đẹp_trai nhà mình chơi hệ nghệ_thuật nên cuộc_đời lúc_nào drama cũng căng đét ! :,Ủng hộ,26
620,"Tui tin đàn trai , đơn_giản .",Ủng hộ,9
621,"Gì chứ , người ta né phốt giỏi thế_thì tài_năng ở đầu , drama ở đầu nào , mấy anh cứ tập làm diễn sâu mà xem nhẹ người ở tài_năng khác đi , ai dám bảo mình vô_can tôi lao vô chửi liền . Dzu",Ủng hộ,55
622,"Không có bằng_chứng xác_thực mà người ta đã đổ_xô vào kết_luận sớm vậy ư ? Thế_này chắc cú , ai là shipper thì chuẩn_bị tâm_lý thôi . Drama vẫn còn dài !",Ủng hộ,41
623,"Ôi giời tình ơi , dường_như lại thấy hero màn_ảnh bị oan ! Chờ xem vở tuồng này đến hồi kết thế_nào , cơ_mà kiểu này chắc gì sau_này ảnh hết đất diễn . Muốn biết sự_thật rõ lắm mà showbiz làm gì bao_giờ có . Đợi phim của anh vẫn dài_dài .",Ủng hộ,65
624,""" Trăm người bán vạn người mua , đúng_sai ở đâu ai thèm quan_tâm : ] ] anh hót-boy sống vẫn ổn thôi ! """,Ủng hộ,32
625,"Ê , ông lớn người ta cũng chỉ là con_người thôi mà . Ai cũng có lúc lầm_lỡ . Bỏ_qua và sống tiếp là được ! Sức_lực mấy bạn netizen cứ tập_trung năng_lượng cho mấy vụ showbiz khác đi cho nó phong_phú kk . Không có gì đâu chỉ là yêu_đương người ta lận_đận vậy thôi đừng quậy mạnh nha !",Ủng hộ,73
626,Uầy anh đẹp_trai sống sao mặc_lòng nhỉ ? Cứ đóng phim hay_là okla ! Drama cũng không qua nổi mấy phim anh đóng đâu =,Ủng hộ,32
627,"Ôi anh nhà ơi , sau bão chỉ_trích rồi trời sẽ lại sáng thôi , fan sẽ vẫn luôn ở bên ! Cố lên nhé Kim_Soo_Hyun ơi !",Ủng hộ,35
628,Sao mấy người cứ săm_soi đời tư người ta ấy nhỉ ! Anh đẹp_trai đóng phim hay_là được rồi chứ . Tội_nghiệp_Soo hyun . Anh cứ tiếp_tục rực_rỡ trên màn_ảnh nha !,Ủng hộ,41
629,"Ôi số Kim_Soo_Hyun nhọ từ đầu năm , cơ_mà công_tâm mà nói , mấy ảnh ngày_xưa chụp chung còn tung lên tán_loạn , giờ trách ảnh có bồ chả bằng người ta trọc quê . Đấu_đá thế , xem_chừng người gặp chuyện toàn thấy ăn_theo chứ ai dang tay tha_thiết chiện rắc_rối , nên thôi chúc ảnh thêm khoẻ . Gạt hết thị_phi đi vậy !",Ủng hộ,85
630,"Tội cái anh mình , toàn bị người ta moi_móc đời tư . Khổ_thân ! Ủng anh Kim đến_cùng !",Ủng hộ,27
631,"Thương anh Kim_So_Hyun , thời_buổi dèm pha này trai tài dễ vướng đào_hoa quá mà ! ! Cứ vững_vàng bước tiếp nha , fan luôn bên_anh",Ủng hộ,32
632,"Hàng công_nhận người ta đào nha , kiểu gì rồi cũng sẽ lại ngẩng cao đầu quay lại thôi mà ! Cứ chờ mà xem !",Ủng hộ,28
633,"Thiên_đường của nghệ_sĩ đỉnh của chóp chỉ là một chuyện buồn_cười người_đời tung ra để xì_xào giải_khuây đó mà , cứ tập một vai diễn khó mà đi đã , việc đâu đóng đấy . Fans đứng đây .",Ủng hộ,46
634,"Tội thế , anh_em nhà ai nên cơm nên cháo là cũng bị quật à ! Giờ còn đâu anh ba Moon , buồn ... fan vẫn vững nè !",Ủng hộ,33
635,""" Ủa rồi sao ? Kiên tin có ai nói trật bao_giờ đúng hơn sai ? ? ? Anh cứ đường anh anh đi , không rảnh lượn opinion bà_con đâu á moà ! ! ! """,Ủng hộ,45
636,""" Thôi nào , người ta cũng chỉ làm_ăn với nhau hồi xưa thôi mà ? Giờ người ta lên kế_hoạch trở_lại showbiz , chúng_ta ủng_hộ thần_tượng vẫn đúng nha anh_em . Đừng so_đo chi mấy chuyện bé tí đó "" .",Ủng hộ,53
637,Kim_Soo_Hyun chỉ sai mỗi đẹp_trai thôi !,Ủng hộ,11
638,"Ôi_dào , bao_nhiêu chuyện cứ chĩa vào một người , tội_nghiệp_Soo_Hyun ghê . Biết_đâu sau bao vụ này mình lại được chiêm_ngưỡng siêu phẩm truyền_hình cũng_nên .",Ủng hộ,38
639,"Chuyện yêu_đương kiểu Hàn thời nào còn bảo bí_mật ! Cứ có tố_tụng là tung_hê đúng chuẩn . Thương_anh Hyun nha , kiểu còn chán đã thấy người ta chạy rồi !",Ủng hộ,41
640,"Fan này phải vững tin vào oppa thôi . Kiện tụi tung tin mệt não , nhưng_mà em vẫn một_lòng ủng_hộ nha anh đẹp_trai . Kệ người ta gièm_pha , có mỗi bản_thân biết rõ sự_tình là được đúng không . Cố_gắng nhé Kim_Soo_Hyun , comeback là tui lại tấp_nập xem film . À nhân_tài mà , tiền_nong lo gì .",Ủng hộ,79
641,"Khổ_thân anh Kim_Soo_Hyun , chắc chỉ là một người bình_thường thích giúp_đỡ đồng_nghiệp thôi mà bị làm quá lên thế_này . Thương !",Ủng hộ,31
642,Mình lại thấy mọi thứ cứ cố dồn anh phải lên_tiếng một_cách dở tệ . Khổ_thân diễn_viên đỉnh_cao bị cuốn mãi vào mấy chuyện ngớ_ngẩn thế_này .,Ủng hộ,35
643,"Sau bao_nhiêu ồn_ào thì anh tui vẫn ngầu như tượng tạc , mặc_kệ tụi báo lề_đường moi_móc thế thôi . Anh cố lên nhé ! Yêu_anh",Ủng hộ,34
644,Ai rồi cũng có lúc phạm sai_lầm ! Chuyện đã qua mau quên mau bỏ . Khéo_léo giữ dáng vẫn là vô_địch thiên_hạ ! Gửi_gắm sự thiện_chí nè < 3 Mau trở_lại ánh hào_quang nhé Kim_Soo_Hyun !,Ủng hộ,48
645,"Mấy ông báo cứ thích soi rồi drama tào_lao , tôi thấy_anh Hyun vẫn luôn là một cái tên đảm_bảo cho các dự_án phim hay . Mong anh sớm vực dậy sau sóng_gió !",Ủng hộ,39
646,""" Thôi nào , cứ cho người ta theo_đuổi đam_mê đi chứ haha . Kim_Soo_Hyun vẫn ' best ' . Sau cái comeback này thì_thôi , chém gió thị_phi chứ diễn_xuất ai cũng phải ngả mũ ! """,Ủng hộ,49
647,"Anh của Kim_Soo_Hyun vẫn cứ phải là number one thôi . Sao tự_nhiên lại muốn làm rối chuyện lên tự dẫm vào vũng lầy làm gì , đau_lòng anh ấy . Dù_sao cũng cần có sự sáng_suốt nha idol . Không bỏ_qua nha các brand !",Ủng hộ,57
648,"Ngươi đàn_ông ai thèm cũng muốn làm chồng , sai đâu xin tha_thứ ! ! Ủn_Kim_Soo_Hyun nhé !",Ủng hộ,28
649,"Ai rồi cũng phải đi lên thôi ba , cứ chờ mà xem , đường còn dài !",Ủng hộ,20
650,"Thương anh , drama tới_tấp luôn . Cánh buồm vẫn sẽ sớm ra khơi thôi : >",Ủng hộ,19
651,"Ôi showbiz ! Anh Kim vẫn ngầu như mọi_khi , scandal chỉ làm anh thêm sức hút thôi nhá . Kim_Soo_Hyun cố lên , fandom ủng_hộ hết_mình .",Ủng hộ,38
652,"Sao mà anh đẹp_trai đóng phim dởm mãi không tụt khỏi no 1 trong lòng em , người ta ghen tỵ hay gì cứ thích dìm ! Ai dám phốt anh là em dứt",Ủng hộ,37
653,"Ô sao , người ta đẹp_trai có cái quyền của người ta chứ đùa Giờ sao tha về nuôi hay sao mọi người cứ ồn_ào quá lên vậy ? Tội ảnh drama ập đến quá ! Thôi kệ đi , đợi qua xem phim còn không là biết tài_năng cỡ đỉnh_cao nào",Ủng hộ,57
654,"Trời . Rồi sao giờ ? Kim_Soo_Hyun tài_sắc thế kia lại vướng phải thị_phi này . Mình tin anh ấy còn đường lên chứ không phải kết_thúc tại đây đâu . Anh diễn hay vô đối , đóng vai này chẳng bằng người thì cũng như_ai .",Ủng hộ,55
655,"Nói_Kim_Soo_Hyun sống thế đủ biết tầm nào rồi , làm gì có chuyện ăn cơm với không có sườn !",Ủng hộ,27
656,"Ừ thì anh đại đỉnh , không_thể phủ_nhận khí_chất luôn toả sáng dù có drama bủa_vây .",Ủng hộ,26
657,Đọc đến đây tôi chỉ biết chắc rằng studio stylist mới đang mừng_thầm . Anh đại_náo sóng_gió đi !,Ủng hộ,22
658,"Khổ_thân anh , tình_ngay_lý_gian thế_này . Cờ đến tay ai người ấy phất , chứ sao giờ xúm vào mà hỏi ai bán nhà mua đất cho con ghẹ vậy ?",Ủng hộ,39
659,Phốt này hơi bị dở trò rồi đó . _Anh Hyun bị hại quá .,Ủng hộ,16
660,"Ai chứ bạn Kim , điếc_không_sợ_súng cơ tin anh Kim răm_rắp cả nút , chuyện bé tí thôi fans đừng lo !",Ủng hộ,28
661,"Chọc tiếp mấy cha_nội soi_mói đi , chừng nào qua tay nhau thì hết bài",Ủng hộ,18
662,"Tao tin người của tao vậy thôi á . Ai tin gì , tôi hổng quan_tâm . # TeamSooHyun",Ủng hộ,24
663,Sao thấy ảnh làm gì cũng bị săm_soi thế nhỉ ? Mình thì vẫn tin ảnh làm đúng lắm !,Ủng hộ,24
664,"Giờ mới lộ bộ_mặt showbiz hàn , tin ai bây_giờ ! ? Kim_Soo_Hyun cố lên nha",Ủng hộ,21
665,"Tôi tin_tưởng nhất_định thời_tiết rồi cũng sẽ tốt lên thôi , có làm người vẫn phải_biết mình trước đã , mọi thứ rồi sẽ đâu_vào_đấy ấy mà !",Ủng hộ,35
666,"Thật_ra cái gì ra gì rồi tôi vẫn ngóng phim anh , ai bảo người ta đỉnh .",Ủng hộ,20
667,Ngán_ngẩm tay đưa video ra ghê . Hy_vọng anh_Soo_Hyun gặp may thôi .,Ủng hộ,18
668,"Chắc mọi người cũng biết gu "" hường phấn "" của anh là một chân_lý rồi Tin ai thì tuỳ , tôi thì vẫn xem phim ủng_hộ anh thôi",Ủng hộ,34
669,"Xem_ra "" ông chú "" cũng chỉ muốn cô em trả lại nợ thôi mà ? Có gì mà làm ầm_ĩ thế cơ chứ … Người ta cũng đẹp mà :",Ủng hộ,33
670,"Ủa mấy người sao "" mới có vậy "" mà làm quá lên vậy ? Anh Kim đã làm hết_mình vì khán_giả rồi . Mọi việc cứ để thời_gian trả_lời nè . Tin anh tui !",Ủng hộ,46
671,"Ơ_kìa idol chịu oan rồi , mấy người cứ soi_mói vào chuyện riêng hết , chán . Xem drama thôi cần gì biết tường_tận thế .",Ủng hộ,33
672,"Ôi , drama xập_xình . Cứ nhìn anh đẹp đóng phim xem sao ! Chuyện đời mà , ai chả có lúc lỗi .",Ủng hộ,27
673,"Không nói hai lời , tôi tin anh_Soo_Hyun tuyệt_đối ! Mấy bả trong nghề tự_dưng phán_xét làm_trò gì .",Ủng hộ,28
674,"Ôi_thôi gặp rắc_rối là thôi cũng tự giải_quyết ổn_thoả , đúng kiểu idol fan mong_chờ mà ! Cứ mạnh_mẽ lên thôi ! ! Dù_sao mình vẫn thấy anh ấy rất được các đạo_diễn lớn trao cơ_hội . Tên_tuổi Kim_Soohyun ở tầm thế_giới mà , mấy tin này chẳng xi nhê gì ấy đâu .",Ủng hộ,71
675,"Đời tư ai người đấy lo , mấy bạn rảnh soi quá hoá thừa . _Anh Hyun vẫn đỉnh mọi khoảnh_khắc mình từng biết thôi nhé ! Đi diễn , phim đâu anh ơi tôi "" cày "" nào .",Ủng hộ,44
676,"Đúng là truyền_thông tung_hoành chuyện hẹn_hò hay gặp bất_kì ai cũng như đang tìm vàng ấy . Tôi tin anh vượt qua , có sai_sót thì sửa thôi .",Ủng hộ,34
