ID,Token Count,Comment Text,Label
521,20,"Trời ơi mọi người, mọi người ổn không vậy, cô ấy đồng ý làm bạn gái anh ta rồi kìa.",Không liên quan
522,3,"Ghê tởm.
",Không ủng hộ
523,36,"Anh ấy từng là diễn viên K-drama yêu thích của tôi…. và giờ đây, tôi tự hào nói rằng Nam Joo Hyuk là một người đàn ông mà tôi có thể tin tưởng.
",Không ủng hộ
524,38,Tôi nghĩ là tôi sẽ không thể xem bất kỳ bộ phim K-drama nào mà anh ta tham gia sau thông tin này. Thật sự kinh tởm.,Không ủng hộ
525,35,"Thật lố bịch khi phán xét mà không biết cái gì đúng, cái gì sai, chưa kể đến sự đạo đức giả của những kẻ phán xét.
",Trung lập
526,11,"Có ai đó kể cho tôi nghe câu chuyện được không?
",Trung lập
527,32,"Không! Anh ấy đúng nghĩa là diễn viên yêu thích của tôi và anh ấy đóng trong bộ phim драмата Hàn Quốc yêu thích của tôi, tôi chết mất.
",Ủng hộ
528,18,"Tất cả những người bênh vực hắn ta sẽ xuống thẳng địa ngục.
",Không ủng hộ
529,37,"Cô ấy hẹn hò với anh ấy, không phải một mình anh ấy hẹn hò với cô ấy kiểu như gia đình hai bên chấp thuận ấy, hãy lý trí lên nào.
",Trung lập
530,19,"Chúng ta không biết liệu điều đó có thật không nên đừng đi quá xa.
",Trung lập
531,19,"Việc mọi người trong phần bình luận bình thường hóa ấu dâm thật là điên rồ.
",Không ủng hộ
532,70,"Tuổi tác không phải là vấn đề đáng để tức giận hay để ý, và tôi không hề thần tượng ai cả, chỉ là người nhà họ biết về mối quan hệ đó và sự khác biệt tuổi tác, cô ấy chấp nhận ở bên một người lớn tuổi hơn, và đó là lựa chọn của một số phụ nữ, thế thôi.
",Trung lập
533,9,"Khoảng cách tuổi tác 11 năm đúng là điên rồ.
",Không ủng hộ
534,27,Wow! Mấy người netizen Hàn Quốc lại muốn giết anh ấy như cách mấy người đã làm với những người khác à?,Ủng hộ
535,76,"Tôi bị ám ảnh bởi việc mọi người bênh vực anh ta. Việc gia đình cho phép mối quan hệ đã là sai trái rồi, việc anh ta 27 còn cô bé 15 cũng là một sai lầm từ phía anh ta vì anh ta lớn tuổi hơn.
",Không ủng hộ
536,3,Gã đàn ông tồi tệ,Không ủng hộ
537,31,"Vì anh ta, cô ấy thậm chí còn chưa đến tuổi của anh ta khi họ bắt đầu hẹn hò.
",Không ủng hộ
538,14,"Cô ta cũng làm vì cô ta muốn thế, ôi trời.
",Không ủng hộ
539,38,Lần tới khi các bạn ưu ái thần tượng nào đó... hãy nhớ rằng họ vẫn là ĐÀN ÔNG trong một xã hội gia trưởng thống trị cao độ.,Trung lập
540,45,"Xin lỗi, mọi thứ còn quá mới mẻ, có thể là thật hoặc có thể là giả, tôi sẽ đợi họ lên tiếng xem điều này có thật hay không.
",Trung lập
541,3,"Đúng là đồ HP.
",Không ủng hộ
542,8,"Anh ấy là Ash Trevino phiên bản Hàn Quốc.
",Không ủng hộ
543,44,"Tôi biết rất nhiều người bắt đầu hẹn hò khi cô gái 15 còn anh chàng hơn 20 tuổi, và họ đã ở bên nhau hơn nhiều năm.",Trung lập
544,14,"Cô ấy đã tự sát vào ngày sinh nhật của anh ấy.
",Không ủng hộ
545,14,"Có vấn đề gì à? Chuyện bình thường ở đây mà.
",Không liên quan
546,48,"Đừng lan truyền tin đồn. Đừng công kích. Đừng góp phần vào những điều xấu xa. Bắt nạt trên mạng không phải là một trò chơi và nó gây ra những hậu quả thật sự. Hãy tôn trọng.
",Trung lập
547,60,"Tôi sẽ không bao giờ xem bất cứ thứ gì có mặt hắn ta nữa. Không có chuyện ""hai mặt của một câu chuyện"" khi hắn ta 27 tuổi dụ dỗ một đứa trẻ 15 tuổi. Tôi không quan tâm độ tuổi hợp pháp là bao nhiêu.
",Không ủng hộ
548,51,"Thật lòng mà nói tôi không biết phải nghĩ hay nói gì nữa, một trong những diễn viên tôi yêu thích nhưng nếu điều này là thật thì tôi mong anh ta phải trả giá vì ấu dâm là không được phép.
",Trung lập
549,8,"Thông tin này vẫn chưa được xác nhận.
",Trung lập
550,7,"Không thể nào... KHÔNG THỂ NÀO...
",Không ủng hộ
551,8,"Chuyện gì đã xảy ra vậy?
",Trung lập
552,21,"Hóa đơn 700 triệu đô đột ngột khiến cô ấy bị SCD (bệnh thiếu máu hồng cầu hình liềm), tôi hy vọng cô ấy nhận được công lý.
",Trung lập
553,4,Cái gì cơ,Không liên quan
554,63,Mọi người có thể để yên cho anh ấy được không? Cô ấy cũng muốn hẹn hò với anh ấy và anh ấy đã không làm gì sai cả. Cả hai người đều yêu nhau và hẹn hò với nhau. Đây không chỉ là lỗi của riêng anh ấy.,Ủng hộ
555,62,"Nếu chuyện đó là thật thì việc cô ấy ở bên anh ta là quyết định của cô ấy và cả hai người họ đều không quan tâm đến tuổi tác, nhưng các bạn thì quan tâm à? Hãy ngừng phán xét cuộc đời không liên quan đến các bạn đi.
",Trung lập
556,3,"Không có bình luận để dịch.
",Không liên quan
557,17,"Không tệ nhưng cũng không đến nỗi quá tệ như lẽ ra có thể.
",Trung lập
558,5,"""Được cho là""
",Trung lập
559,15,"Và Hàn Quốc sẽ vẫn biện minh cho điều này, thật đáng buồn.
",Không ủng hộ
560,30,"Tôi thà chờ xem điều gì đang thực sự xảy ra với mớ hỗn độn kinh khủng này.
",Trung lập
561,45,"Một số người nói ""15 tuổi là đủ"", không. Không đủ đâu, chênh lệch 12 tuổi là không hợp pháp nếu bạn dưới 18 tuổi.
",Không ủng hộ
562,55,"Và một lần nữa, hoàn toàn không có bằng chứng xác thực nào cả, mọi người lại đổ lỗi cho một người khác, không thừa nhận rằng đó là lỗi của họ vì đã đổ lỗi và quấy rối cô ấy suốt thời gian qua.
",Ủng hộ
563,58,"Điều duy nhất tôi có thể nói là mỗi người đều có một phiên bản của riêng mình, tự tử là một điều gì đó rất nhạy cảm, nhưng hãy để nữ diễn viên được yên nghỉ và nếu nam diễn viên có...
",Trung lập
564,5,"Chuyện gì đã xảy ra vậy?
",Trung lập
565,51,"Sao có những người/phụ nữ bênh vực người đàn ông này vậy? Trời ơi, hãy đặt mình vào vị trí của nạn nhân, của người phụ nữ, bất kỳ ai trong số các bạn cũng có thể là người đó.
",Không ủng hộ
566,7,"Benzemaaaaa
",Không liên quan
567,28,"Vậy là chính anh ấy là người đã làm nên bộ phim ""Điên Thì Có Sao"" hả?? Ôi trời ơi, tôi sốc quá.",Không liên quan
568,7,"Đồ mặt dày bẩn thỉu.
",Không ủng hộ
569,12,"Tôi không hiểu, ai đó giải thích cho tôi được không?
",Trung lập
570,8,"Tôi hy vọng tất cả chỉ là trò đùa.
",Trung lập
571,8,khuôn khổ,Không liên quan
572,33,"Ừ, CẢ HAI ĐỀU SAI, CÔ ẤY KHÔNG HẸN HÒ MỘT MÌNH, VÀ CÔ ẤY BIẾT ĐIỀU ĐÓ.
",Không ủng hộ
573,23,"Bạn muốn đùa tại sao luôn là một trong những người nổi tiếng yêu thích của tôi không?
",Không liên quan
574,80,"""Thật sự là ""anh ấy đẹp trai vô tội, xin đừng đổ lỗi cho anh ấy"" nhưng nếu anh ấy có tội thì sao? Tất cả các bạn sẽ ngay lập tức đổ lỗi cho anh ấy. Thật sự là mấy người bị mù vì vẻ đẹp trai của anh ấy à? Ok bằng chứng chưa rõ ràng nhưng không có nghĩa là...""
",Không ủng hộ
575,8,"Một tâm hồn đẹp.
",Không liên quan
576,8,"Mong cô ấy nhận được công lý.
",Không ủng hộ
577,30,"Tôi ghét anh ta... ""Điên thì có sao"" là một trong những bộ phim truyền hình Hàn Quốc yêu thích của tôi, nhưng giờ thì sao nữa.
",Không ủng hộ
578,19,"Cô ấy mất vào ngày sinh nhật của tôi... cũng là ngày sinh nhật của anh ấy....
",Không liên quan
579,4,"Chuyện gì đã xảy ra vậy?
",Trung lập
580,6,"Ôi trời ơi...
",Trung lập
581,95,"Bạn có thể giải thích chi tiết vụ việc Bisi Dicem Biri qua DM kèm bằng chứng được không? Tôi không muốn tin nhưng mọi người bắt đầu chia sẻ rồi. Anh ấy là nam diễn viên tôi thích nhất, xin hãy làm sáng tỏ giúp tôi, nếu là thật thì tôi sẽ cảm thấy tồi tệ lắm.
",Trung lập
582,18,tui kiểu luôn biết là có gì đó không ổn ở hắn ta,Không ủng hộ
583,69,"Tôi ủng hộ Kim Soo Hyun!!! Tổng tiến công! Bọn họ sẽ không dừng lại cho đến khi ép người ta tự tử. Hàn Quốc đang phải chịu đựng sự ghen tị tập thể và đạo đức giả. Chuyện đó đã xảy ra ở tuổi 28.
",Ủng hộ
584,58,"Ủng hộ hết mình anh Kim Soo Hyun!!! HẾT MÌNH! Họ không dừng lại cho đến khi đẩy anh ấy đến tự tử. Hàn Quốc phải chịu đựng SỰ ĐỐ KỴ TẬP THỂ VÀ ĐẠO ĐỨC GIẢ. Chuyện đã xảy ra cách đây 28 năm rồi.
",Ủng hộ
585,7,"Chuyện gì đã xảy ra vậy?
",Trung lập
586,63,"Hãy kệ họ đi, cả hai đều muốn hẹn hò với nhau, đó là quyết định của họ. Cô gái cũng muốn thế và người đàn ông cũng vậy. Chúng ta phải bảo vệ người khác, không được hủy hoại cuộc sống của họ và sống trong tội lỗi hoặc chết.
",Trung lập
587,24,"Sao nhiều phụ nữ bênh vực người đàn ông này ngay trong tháng của PHỤ NỮ...
",Không ủng hộ
588,83,"Ok tao không bênh vực hay bảo vệ anh ta, nhưng mấy người không thể nói mà không có bằng chứng xác thực được? Chúng ta đang nói về một người có thể mất sự nghiệp đó?? Cáo buộc chỉ là cáo buộc. Mấy người tin mọi thứ thấy trên mạng thôi.
",Trung lập
589,38,"Một vài bình luận ở đây thật kinh tởm, tại sao mọi người lại nói những đứa trẻ 15 tuổi ""chạy theo"" những người 27 tuổi, CÁI GÌ VẬY?
",Không ủng hộ
590,7,"Kim Soo Hyun không phải là gay, không tệ.
",Ủng hộ
591,31,"Bạn đặt một đứa trẻ với một người đàn ông gần 30 tuổi ngang hàng nhau đấy à.
",Không ủng hộ
592,13,"Chuyện gì đã xảy ra, làm ơn cho tôi biết.
",Trung lập
593,65,"Tao tự hào vãi vì chưa bao giờ thích nó, tao chỉ quan sát người khác thôi và tao cảm nhận được con người thật của họ và tao có cả một lịch sử chứng minh là tao giỏi cái này. Mày không biết người nổi tiếng tệ đến mức nào đâu.",Không ủng hộ
594,11,"Mọi người nghĩ rằng giúp đỡ là điều bắt buộc.
",Trung lập
595,37,"Khoảng cách tuổi tác không sao nếu không quá lớn, nhưng nếu họ làm những điều liên quan đến tình dục thì là bất hợp pháp.
",Trung lập
596,82,"Mấy người đúng là điên hết rồi, ý mấy người là sao khi nói ""con bé đủ lớn để biết điều gì tốt hơn""?? Hay ""con bé hẹn hò với hắn ta một cách tự nguyện và bố mẹ nó không quan tâm"" Ý mấy người là SAO? CON BÉ BỊ LỢI DỤNG VÀ KHÔNG CÓ AI NÓI VỚI CON BÉ RẰNG ĐIỀU ĐÓ LÀ SAI TRÁI??
",Không ủng hộ
597,8,"Anh/cô ấy đã làm gì với anh/cô ấy vậy?
",Trung lập
598,4,KHÔNG THỂ NÀO,Không liên quan
599,8,"Cô ấy đã chết như thế nào?
",Không liên quan
600,18,Cô ta chọn con đường đó rồi thì đừng chỉ trách mỗi anh ta.,Không ủng hộ
601,7,"Giải thích?
",Trung lập
602,26,"Mọi thứ đều là giả dối, và nếu anh ta nợ thì anh ta phải trả, nợ không được tha thứ.
",Không ủng hộ
603,14,"Vẫn còn những kẻ bênh vực tên đáng ghê tởm này.
",Không ủng hộ
604,18,"Đừng tạo nghiệp (Don't tạo) phán xét cho đến khi bạn chắc chắn về những gì đã xảy ra.
",Trung lập
605,3,Buồn quá,Không liên quan
606,11,Sao cứ cái gì tao thích thì lại là red flag thế,Trung lập
607,137,"Xin lỗi mọi người, tôi mù tịt về mấy vụ diễn viên Hàn Quốc. Nhưng chẳng phải người nhà Kim Sae Ron biết chuyện con bé hẹn hò khi còn nhỏ tuổi à, ý là sao có thể như thế được? Lẽ ra người nhà phải ngăn cản chứ? Hay con bé quá khép kín và kín tiếng đến mức gia đình không hề hay biết? Hay là người nhà làm ngơ? Arghhhhhhhh, tức muốn điên với tất cả mọi người mất thôi.
",Không ủng hộ
608,12,"Chỉ có lũ chó cố gắng bảo vệ hắn.
",Không ủng hộ
609,23,"Việc người ta vẫn tiếp tục bênh vực anh ta chỉ vì vẻ ngoài thật là điên rồ.
",Không ủng hộ
610,9,"KHÔNG, KHÔNG PHẢI ANH ẤY!
",Không ủng hộ
611,111,"Lạy Chúa, xin cho sự thật được phơi bày. Con cầu xin Ngài bảo vệ con, vì con không thể. Con biết anh ấy vô tội. Xin đừng để những kẻ xấu xa hủy hoại anh ấy. Xin ban cho anh ấy sức mạnh để không gục ngã và có thể vượt qua với những phúc lành của Ngài. Con biết anh ấy sẽ vượt qua với tất cả tình yêu thương của những người yêu mến anh ấy.
",Ủng hộ
612,23,"Không sao đâu, không vấn đề gì, tôi 13 còn Wooseok 32.",Không liên quan
613,36,"Sao anh ta có thể làm thế này, anh ta đang nghĩ gì vậy, may mà anh ta không phải là cầu thủ tôi yêu thích.
",Không ủng hộ
614,7,"Làm ơn ai đó elain đi.
",Không liên quan
615,31,"Nếu họ hẹn hò, tôi tự hỏi liệu cô ấy có trao thân cho anh ta không? Bạn biết ý tôi là gì đấy.
",Không ủng hộ
616,7,"Chuyện gì đã xảy ra??
",Trung lập
617,10,"Chính xã hội đã giết cô ấy chứ không phải Kim So Hyun.
",Không ủng hộ
618,32,"Tôi thực sự phát điên với số lượng người không hiểu hành vi dụ dỗ tình dục là gì.
",Không ủng hộ
619,3,Chào anh bạn,Không liên quan
620,31,"Ngày nay, sự chênh lệch tuổi tác lớn trong các mối quan hệ đã bắt đầu được bình thường hóa.
",Trung lập
621,11,Chẳng phải đó là độ tuổi hợp pháp ở đó sao,Trung lập
622,44,"Tôi không biết liệu họ có thực sự ở bên nhau hay không, nhưng chúng ta phải chờ đợi những tuyên bố chính thức.
",Trung lập
623,8,"Tôi không tin điều đó.
",Trung lập
624,24,"bằng chứng chưa được xác nhận đâu mấy bạn ơi, chờ đi. với cả tui không phải fan của ổng.",Trung lập
625,39,"700.000.000 quan sau 3 năm, cô ấy đã quyết định kết thúc cuộc đời vào đúng ngày sinh nhật... tội nghiệp cô gái.
",Không ủng hộ
626,67,"Vậy nên, nếu mọi người đang chỉ trích anh ấy vì chuyện này, thì nên dừng lại đi, vì người đáng trách thật ra là người giám hộ của cô bé đã để một người vị thành niên hẹn hò với một người lớn hơn nhiều tuổi.
",Ủng hộ
627,8,"Không, tôi thích anh ấy.
",Ủng hộ
628,55,"Đã được Dispatch xác nhận, bằng chứng cũng có rồi, đừng ném đá cô ấy vì cô ấy không còn ở đây để tự bảo vệ mình nữa, hãy để cô ấy yên nghỉ.
",Không ủng hộ
629,8,"Chúc mừng!!!
",Không liên quan
630,65,"Một cô gái 15 tuổi rất dễ bị lợi dụng. Có thể cô bé đã bị gia đình và người này thao túng. Đến cuối cùng, cô gái đã chết còn những người khác vẫn tiếp tục sống cuộc đời của họ. Thật buồn.
",Không ủng hộ
631,68,"Nếu họ yêu nhau thì điều đó là bình thường, không phải lỗi của anh ấy hay cô ấy, chỉ là họ có tình cảm với nhau thôi.
",Trung lập
632,80,"Mọi người nên nhớ lại vụ phim ""It Ends With Us"", nhớ mọi người đã phán xét nữ diễn viên đóng vai Lily thế nào, rồi đến lượt nam diễn viên đóng vai Ryle trong phần tiếp theo, nữ diễn viên kia nữa? Hãy đợi bằng chứng rồi hãy ngừng phán xét những người đang chờ đợi đi.
",Trung lập
633,76,"Nếu gia đình anh ta biết mọi chuyện từ hồi đó, tại sao họ không làm gì? Tại sao chỉ đến bây giờ, sau bao nhiêu năm, khi mọi chuyện đã kết thúc, họ mới nói? Nếu điều đó là sự thật, vì không có gì được xác nhận cả. Họ đang muốn giết thêm một người nữa.
",Trung lập
634,4,"không-diddy
",Không liên quan
635,6,"Ai mà không làm thế?
",Trung lập
636,21,"Ghê tởm quá, một ông già 27 tuổi hẹn hò với một bé gái 15 tuổi.
",Không ủng hộ
637,5,Kim Soo Hyun đỉnh,Ủng hộ
638,21,"Sao tất cả chuyện này không được đưa ra ánh sáng khi cô ấy còn sống?
",Trung lập
639,11,"Tất cả những điều vô nghĩa này nên dừng lại thôi.
",Trung lập
640,31,"ỐI GIỜI ƠI, CHỨNG CỨ RÕ RÀNG NHƯ VẬY RỒI, LÀM ƠN ĐỪNG NHẮM MẮT LÀM NGƠ",Không ủng hộ
641,25,"Họ đã đăng 4 bức ảnh chụp chung trên Twitter. Niềm vui lớn nhất nằm ở các dòng tweet.
",Không liên quan
642,19,Chuẩn bị sẵn sàng đi thôi,Không liên quan
643,7,"Đó là lựa chọn của họ.
",Trung lập
644,16,"Ai đó có thể giải thích cho tôi chuyện gì đã xảy ra được không?
",Trung lập
645,3,"Vậy thì sao?
",Không liên quan
646,31,"việc họ chia tay khi cô ấy đã 21 tuổi. Chà chà chà, phiên bản Leonardo DiCaprio Hàn Quốc.
",Không ủng hộ
647,8,"Đội hình không?
",Không liên quan
648,5,"Không thể tin được!
",Trung lập
649,4,"41 và 21:
",Trung lập
650,56,"Đối với tôi, khoảng cách tuổi tác lớn chỉ chấp nhận được khi người trẻ nhất từ 25 tuổi trở lên. Như vậy thì ổn, còn trước đó thì luôn bị xem là người biết nhiều hơn và có nhiều quyền lực hơn đối với một người trẻ tuổi.
",Trung lập
651,18,Tôi không biết về mọi người nhưng điều đó bình thường ở đây,Không liên quan
652,103,"Họ đã cố gắng làm điều này với Suga của BTS. Họ cố gắng tẩy chay anh ấy vì bị ngã xe scooter trên vỉa hè nơi anh ấy sống sau khi uống vài ly. Hãy tưởng tượng nếu anh ấy không có một sự nghiệp vững chắc và luật sư giỏi thì sao??? Những người không có điều kiện cuối cùng sẽ làm những điều tồi tệ!!!!
",Ủng hộ
653,133,"Ở đó họ có cái thói quen tước đoạt mạng sống khi mọi thứ không suôn sẻ. Xã hội của họ rất hung hăng khi nói đến việc tẩy chay những người nổi tiếng. Họ kết thúc sự nghiệp theo cách này. Chỉ riêng tuần này đã có hai người được tìm thấy đã chết với nghi ngờ là tự tử. Không phải chuyện đùa đâu!! Nhưng đổ lỗi cho mọi người thì không hay. Họ muốn anh ấy là người tiếp theo à!?!
",Ủng hộ
654,133,"Mọi người ơi anh ấy không có tội gì đâu, dừng lại đi!!! Cô ấy tự tử chứ không phải anh ấy giết cô ấy!!! Đừng tìm người chịu tội nữa, cô ấy yếu đuối nên mới vậy! Cô ấy tự tử đó mọi người!!!! Cô ấy nợ nần, gặp nhiều vấn đề sau khi bị bắt vì lái xe say xỉn. Chuyện này xảy ra nhiều ở Hàn Quốc. Chưa kể đến việc bị tẩy chay vì bất cứ điều gì.
",Ủng hộ
655,8,"Tại sao chỉ có mình anh ta là người có tội?
",Trung lập
656,49,"Làm ơn cho hỏi làm sao và tại sao cô ấy lại nợ đến 700 triệu đô khi còn trẻ như vậy, tôi là người mới ở đây, đó là một khoản nợ khổng lồ, đó là nợ học phí hay sao?
",Trung lập
657,25,Hèn chi anh ta nói muốn kết hôn khi 41 tuổi còn cô gái mới 21 tuổi.,Không ủng hộ
658,4,Chuyện gì đã xảy ra,Trung lập
659,10,"Ai đó có thể giải thích cho tôi về Elaine được không? Làm ơn.
",Không liên quan
660,35,Mẹ kiếp... ngày nào tao cũng phải thất vọng về ai đó trong giới giải trí Hàn Quốc... Trước đây tao từng thích hắn.,Không ủng hộ
661,10,"""Ăn mật nhả bã.""
",Không ủng hộ
662,48,"Dù là một fan lớn của Kim Soo Hyun đến đâu, tôi sẽ không ủng hộ diễn viên hẹn hò với trẻ vị thành niên. Nếu điều đó được chứng minh là sự thật, tôi hy vọng anh ta sẽ bị tẩy chay.
",Không ủng hộ
663,10,"Sao giờ Saron mới xuất hiện?
",Trung lập
664,8,"Ôi lạy Chúa, xin hãy trừng phạt anh ta đi.",Không ủng hộ
665,49,"Đừng tỏ ra như thể đây là lần đầu bạn thấy khoảng cách tuổi tác lớn giữa người với người, chuyện này xảy ra trên toàn thế giới, một số người đàn ông lớn tuổi hoặc giàu có nổi tiếng đang hẹn hò với những phụ nữ trẻ hơn rất nhiều.
",Trung lập
666,49,"Tôi mong linh hồn của Seron sẽ ám ảnh bạn mãi mãi. Mong cô ấy khiến bạn không thể ngủ vào ban đêm. Nghiệp sẽ đến thôi.
",Không ủng hộ
667,20,"Mọi người nên để Kim yên, anh ấy không làm gì cả.
",Ủng hộ
668,22,"Kim Sae Ron, không hiểu mày nghĩ cái gì mà lại chấp nhận hắn ta vậy trời.",Không ủng hộ
669,7,Lữ đoàn,Không liên quan
670,3,"15??
",Không liên quan
671,10,"700 triệu won không phải là trò đùa đâu.
",Trung lập
672,26,"Những thứ đó ở lại với một người, về mặt tâm lý. Ảnh hưởng đến sức khỏe tinh thần của một người.
",Trung lập
673,121,"Về cái bình luận ""ngay cả công ty cũng bảo cô ta là phải trả tiền cho họ mà cô ta không có"" thì dĩ nhiên là họ bảo cô ta trả tiền vì cô ta đã lấy của công ty tận 7 triệu rồi còn gì!
",Không ủng hộ
674,21,"""Mấy người đang cố hủy hoại người này à"" Sao mấy người lại bảo vệ anh ta vậy?
",Không ủng hộ
675,9,CÁI GÌ... LÀ ANH TA,Không ủng hộ
676,46,"Cái giá phải trả là cả mạng sống của cô ấy, thậm chí mạng sống của cô ấy còn đáng giá hơn thế... Thật buồn khi một mạng người cùng gia đình cô ấy bị hủy hoại bởi trò chơi tâm trí của hắn... Hãy yên nghỉ nhé Saeron...
",Không ủng hộ
677,120,"Tôi đã từng nghĩ, nếu có một Idol nổi tiếng qua đời thì cảm giác sẽ như thế nào, và khi Moonbin mất, tôi đã khóc rất nhiều, buồn lắm. Rồi tôi lại nghĩ, nếu có một diễn viên mà ai cũng biết và đang nổi đình đám, rồi đột nhiên gặp phải một vấn đề lớn thì cảm giác sẽ như thế nào. Và rồi điều đó lại xảy ra, hụt hẫng và thất vọng không tả xiết.
",Trung lập
678,29,"Tao không bênh ai cả nhưng mà có bằng chứng nào cho thấy họ hẹn hò không?
",Trung lập
679,10,"Xin vui lòng cho tôi biết chuyện gì đã xảy ra.
",Trung lập
680,22,"Tôi muốn xem tất cả bênh vực hắn ta thế nào. Đã xác nhận rồi nhé.
",Không ủng hộ
681,4,"[Ảnh]
",Không liên quan
682,14,"Ôi trời ơi, ở hang động của tôi, GBS đã nói.",Không liên quan
683,71,"Không có một lượng chắc chắn nào, thậm chí không phải là số lượng, chỉ là một vài người trong ngành Không-pop ở ngành công nghiệp Mỹ như kiểu không có sự tin tưởng, chúng ta không biết những người này, chúng ta không biết điều gì xảy ra đằng sau hậu trường.",Không liên quan
684,24,"15 của YG trong bóng tối à it kek ciquita. Thành phố này trẻ con quá.
",Không liên quan
685,5,Bài hát thiếu nhi Hàn Quốc,Không liên quan
686,18,"Mọi người ơi, làm ơn ai đó giải thích đi ạ? Làm ơn đó.
",Trung lập
687,9,"Chuyện gì đã xảy ra vậy??
",Trung lập
688,32,"Không có gì để nói ngoài việc mẹ tôi bắt đầu hẹn hò năm 14 tuổi và ông ấy 27, nhưng tôi biết điều này không bình thường.
",Không ủng hộ
689,20,"việc cô ấy tự mình làm khi mới chỉ 24 tuổi, tôi xin lỗi, yên nghỉ nhé",Không liên quan
690,7,"Cuối cùng cũng hai mươi chín.
",Không liên quan
691,7,"Ôi trời ơi!
",Không liên quan
692,48,"Thật đau lòng khi biết rằng những diễn viên yêu thích của chúng ta thực sự là một lũ cặn bã, hầu hết các diễn viên Hàn Quốc đều có những bí mật đen tối trong quá khứ.
",Không ủng hộ
693,14,"Không, cô ấy 19 tuổi vào thời điểm đó nên tin tức 15 tuổi là giả.
",Trung lập
694,24,"Tôi nghĩ là lúc bắt đầu hẹn hò cô ấy 15 còn anh kia 27, nhưng trong ảnh thì trông cô ấy không phải 15 tuổi.
",Trung lập
695,13,Ai đó cho tôi biết chuyện gì đang xảy ra vậy,Trung lập
696,26,"Hãy tìm những bức ảnh của cô ấy thời đó, trông như mới 10 tuổi.
",Không ủng hộ
697,29,"""Bố mẹ bỏ mặc, cô ấy làm vậy vì cô ấy muốn"" người lớn là anh ta đó mọi người.
",Không ủng hộ
698,6,"Chuyện gì đã xảy ra??
",Trung lập
699,63,"Anh ấy đã sản xuất một bộ phim về con người thật của mình tên là ""REAL"" và nó đã thất bại vì mọi người không muốn nhìn thấy anh ấy dưới ánh sáng đó, và nữ chính, Sulli, đã hứng chịu sự chỉ trích thay vào đó và cũng đã tự tử.
",Không ủng hộ
700,42,"Phải chờ đợi các cuộc điều tra được thực hiện trước và sự thật được làm sáng tỏ, đừng suy đoán trước.
",Trung lập
701,4,"Anh ấy đỉnh thật.
",Ủng hộ
702,35,"Tôi không đặt tay vào lửa vì đàn ông, mọi người đều biết trai đẹp ở Hàn Quốc hành xử thế nào mà!
",Không ủng hộ
703,32,"Lỗi của các bạn là nghĩ rằng các diễn viên giống với nhân vật mà họ đóng!!
",Không liên quan
704,7,"Tôi chưa bao giờ thích hắn.
",Không ủng hộ
705,8,"Anh ta đúng là thuộc phe bóng tối.
",Không ủng hộ
706,17,"Tôi không biết ai đó tóm tắt nội dung chính.
",Trung lập
707,5,"Giải thích?
",Trung lập
708,12,"Chẳng phải tất cả chúng ta đều biết điều này rồi sao?
",Trung lập
709,53,"Nhưng mà bố mẹ cô ấy biết chuyện gì đang xảy ra, và đáng lẽ ra họ phải làm rõ chuyện đó vào thời điểm đó, nhưng tất nhiên là cô ấy phải qua đời thì họ mới đem chuyện này ra ánh sáng.
",Không ủng hộ
710,15,"Đừng lãng mạn hóa bọn ấu dâm nữa.
",Không ủng hộ
711,8,ĐỈNHHHHH,Không liên quan
712,15,"Đến đám tang của cô ấy anh ta cũng không thèm đi.
",Không ủng hộ
713,23,"Đây là lý do tại sao hầu hết diễn viên Hàn Quốc tự tử.
",Không liên quan
714,31,"Người đoạt huy chương vàng đã trả 700 triệu won để khiến Kim Sae Ron gặp rắc rối. Suhyun đã không trả phần của mình.
",Không ủng hộ
715,4,OAAAAA,Không liên quan
716,7,"Không, cô ấy 19 tuổi.
",Trung lập
717,24,Thật không thể chịu nổi những người vẫn tiếp tục bảo vệ anh ta đến cùng.,Không ủng hộ
718,17,"Mong sao hắn bị tống vào tù và ở đó mãi mãi.
",Không ủng hộ
719,11,"Tôi chưa bao giờ có cảm giác tốt về người đó.
",Không ủng hộ
720,16,"Mấy ông ơi, cô ấy chết rồi à? Chuyện gì đang xảy ra vậy?
",Trung lập
721,199,"Còn ở nước các bạn thì không có những chuyện như vậy à. Ở nước tôi thì có đấy. Các bé gái 14, 15 tuổi hẹn hò với đàn ông lớn tuổi, thậm chí còn lớn hơn nhiều. Tôi không phải là fan của anh ta. Tôi chỉ muốn bình luận khi thấy những vụ bê bối này. Vì anh ta là người nổi tiếng nên đây là một vụ bê bối lớn. Nhưng nếu chúng ta để ý thì có rất nhiều cô gái trẻ yêu đàn ông lớn tuổi. Thật ra thì em gái tôi đã yêu một người 40 tuổi. Tôi đã bảo nó tránh xa ra nhưng nó không chịu và bây giờ thì suốt ngày khóc lóc vì bố mẹ tôi không cho phép, cuối cùng nó đã bỏ trốn và giờ thì đang mang thai, rất buồn nhưng đó là sự thật.
",Trung lập
722,17,"Người đàn ông muốn có một đứa trẻ trong bộ phim sắp tới của Kim Soo Hyun.
",Không liên quan
723,5,"Cho xin bối cảnh đi.
",Không liên quan
724,5,Chuyện gì đã xảy ra vậy,Trung lập
